iter	Logloss
378	0.3879918976
379	0.3876152695
380	0.3870883608
381	0.3866947597
382	0.3865576502
383	0.3864117847
384	0.3860774607
385	0.3857336916
386	0.3853099637
387	0.3849565776
388	0.384711707
389	0.3845643355
390	0.3842406893
391	0.383733792
392	0.3833535603
393	0.3823542739
394	0.3819728161
395	0.3811457849
396	0.3806170821
397	0.380451895
398	0.380212588
399	0.379900723
400	0.3797057568
401	0.3795142232
402	0.3792628913
403	0.3789665644
404	0.3786344506
405	0.3783556827
406	0.3777319331
407	0.37731476
408	0.376818626
409	0.3765859891
410	0.3763952339
411	0.376263387
412	0.3760110735
413	0.3757226577
414	0.375585815
415	0.3753089704
416	0.3751130422
417	0.3748785627
418	0.3747482541
419	0.3745479019
420	0.3743997174
421	0.3741716962
422	0.3740128152
423	0.3738512223
424	0.3731576149
425	0.3727018487
426	0.3722584003
427	0.3715865492
428	0.3713563518
429	0.371197228
430	0.3710181898
431	0.3708267246
432	0.370379653
433	0.3700552986
434	0.3694051498
435	0.3691303965
436	0.3687808633
437	0.3685932637
438	0.368342973
439	0.368272458
440	0.3680220075
441	0.3676205291
442	0.3674174986
443	0.3672335455
444	0.366658866
445	0.3664212047
446	0.3662420682
447	0.3661241698
448	0.3660055371
449	0.3656200438
450	0.3652453742
451	0.3646352848
452	0.3640874012
453	0.3639658497
454	0.3637056937
455	0.363506133
456	0.3633764959
457	0.3631931729
458	0.3630074496
459	0.3625397898
460	0.3623406604
461	0.3616229845
462	0.3614567182
463	0.3612565714
464	0.361029317
465	0.3609070605
466	0.3605078525
467	0.3602529457
468	0.3599552568
469	0.3596596239
470	0.3594483133
471	0.3589970285
472	0.3585387947
473	0.3583958914
474	0.3582066779
475	0.3580175715
476	0.3576706373
477	0.3575636431
478	0.3574100624
479	0.3571429638
480	0.3568758237
481	0.3564712073
482	0.3562127659
483	0.3559755675
484	0.3557822253
485	0.3556090116
486	0.3554120994
487	0.355007231
488	0.3548900351
489	0.3546513865
490	0.354553118
491	0.3543573503
492	0.3541525331
493	0.3540168297
494	0.3539181311
495	0.3538238014
496	0.3536894628
497	0.3534435782
498	0.3533323724
499	0.3529351922
500	0.3525075057
501	0.3523121359
502	0.3521718649
503	0.3520016987
504	0.3517530801
505	0.351653069
506	0.3510101467
507	0.3505782289
508	0.3502381251
509	0.3500028206
510	0.3494300902
511	0.3490379042
512	0.3488557919
513	0.3486843713
514	0.3485408885
515	0.3484349821
516	0.3482807133
517	0.3481588852
518	0.3476489855
519	0.3475076021
520	0.3473745271
521	0.347143345
522	0.3468938814
523	0.3467035986
524	0.3465543657
525	0.3464054399
526	0.3461504629
527	0.3457936992
528	0.3456571325
529	0.3455590006
530	0.3453098987
531	0.3451352591
532	0.3449776577
533	0.3448418084
534	0.3444579542
535	0.3442765215
536	0.3440955132
537	0.3439070441
538	0.3437367314
539	0.343639613
540	0.3434049702
541	0.3431647604
542	0.3428990017
543	0.3427054539
544	0.342579115
545	0.3424415335
546	0.3421482142
547	0.3418925553
548	0.3418147283
549	0.3416863333
550	0.3415574688
551	0.3414233929
552	0.3412731063
553	0.3408660189
554	0.3406807417
555	0.3405278748
556	0.3403693324
557	0.3400082462
558	0.3398969972
559	0.3397464891
560	0.3396021762
561	0.339437054
562	0.3392454985
563	0.3390666339
564	0.3388825276
565	0.3386650507
566	0.3385745926
567	0.3384519759
568	0.3382595217
569	0.3379800071
570	0.3379222324
571	0.3377927278
572	0.3376401644
573	0.3374803264
574	0.3374007802
575	0.3372581249
576	0.3371142803
577	0.3369809261
578	0.3366017213
579	0.3365243219
580	0.3363406972
581	0.3360244357
582	0.3359073493
583	0.3355375598
584	0.3353332513
585	0.3351031196
586	0.3350205493
587	0.3349401858
588	0.3347158464
589	0.3346056193
590	0.3345115438
591	0.3343913367
592	0.3342486555
593	0.3338551067
594	0.3337030972
595	0.3335356026
596	0.3333563366
597	0.3332244485
598	0.3331569534
599	0.3329512053
600	0.332876571
601	0.3326750328
602	0.332546942
603	0.3323428474
604	0.3321758353
605	0.3320332035
606	0.3317256836
607	0.3315481441
608	0.3314103736
609	0.3313298074
610	0.3311624525
611	0.3309876696
612	0.3308144631
613	0.330700469
614	0.3303935508
615	0.3302447307
616	0.3300994422
617	0.3300338598
618	0.3299465835
619	0.3298627323
620	0.3295616558
621	0.3292612987
622	0.3290144866
623	0.3289180666
624	0.328749644
625	0.3286050402
626	0.3284205391
627	0.3283040158
628	0.3281979398
629	0.3280488235
630	0.3279408281
631	0.3277964358
632	0.3277048046
633	0.3276105734
634	0.3275258067
635	0.3274518078
636	0.3273327294
637	0.3271944419
638	0.3271271494
639	0.326916891
640	0.326845399
641	0.3267336341
642	0.3264228968
643	0.3263328438
644	0.3260533895
645	0.3259279726
646	0.325804098
647	0.3255231773
648	0.3254274497
649	0.325327674
650	0.3251736923
651	0.3250799207
652	0.3250274081
653	0.3248449579
654	0.3247448154
655	0.3246512605
656	0.3245390107
657	0.3243916713
658	0.3241930032
659	0.3239546421
660	0.3238561056
661	0.3237350734
662	0.3235439764
663	0.3234311084
664	0.3232660563
665	0.3231277762
666	0.3229798856
667	0.3228678489
668	0.3226636095
669	0.3225175381
670	0.3224189537
671	0.3223032638
672	0.3221339235
673	0.3219982589
674	0.3219166884
675	0.3218139215
676	0.3217315134
677	0.3216214828
678	0.3213986468
679	0.3212300105
680	0.3211355312
681	0.3209627449
682	0.3208511298
683	0.3207107518
684	0.3206590832
685	0.3204924347
686	0.3204013513
687	0.3202985637
688	0.3201003791
689	0.3199721143
690	0.3199026587
691	0.3197685805
692	0.3195990496
693	0.3194500691
694	0.3193230908
695	0.3191905222
696	0.3190643934
697	0.3189852735
698	0.318895441
699	0.3187465212
700	0.318630553
701	0.3185159758
702	0.3183870527
703	0.3181859115
704	0.3180758122
705	0.317969244
706	0.3178328123
707	0.317687185
708	0.3175962488
709	0.3174798072
710	0.3173638837
711	0.3173109755
712	0.3171259221
713	0.317022899
714	0.3168616738
715	0.3166817464
716	0.3166190883
717	0.3164306537
718	0.3163393747
719	0.3162557091
720	0.3159477175
721	0.3158348873
722	0.3157694155
723	0.3156873994
724	0.3156096097
725	0.3155271079
726	0.3154264952
727	0.3153129336
728	0.3151858197
729	0.3151022549
730	0.3149997769
731	0.3149000888
732	0.3148179308
733	0.3147002653
734	0.3146218854
735	0.3145789445
736	0.3145186033
737	0.3143130094
738	0.3141637146
739	0.3139515799
740	0.3138336851
741	0.3137443486
742	0.3136925121
743	0.3136201733
744	0.3135660522
745	0.313410042
746	0.3131122342
747	0.3130117686
748	0.3129018303
749	0.3128125578
750	0.3126977579
751	0.3125608483
752	0.3124830073
753	0.312362973
754	0.3122634014
755	0.3121987029
756	0.3119893074
757	0.311852497
758	0.3118069107
759	0.3117277735
760	0.311661771
761	0.3116043159
762	0.311422887
763	0.3112967863
764	0.3112266452
765	0.3111232643
766	0.3110527736
767	0.3109930663
768	0.3109008592
769	0.3107969685
770	0.3106021402
771	0.3105126894
772	0.3104145236
773	0.3103254205
774	0.3102510765
775	0.3101510871
776	0.3100320684
777	0.3098895589
778	0.3097915379
779	0.309623267
780	0.3095356228
781	0.3093848392
782	0.3092856735
783	0.3091438055
784	0.3090539215
785	0.3089016863
786	0.308756695
787	0.3086628557
788	0.3085402555
789	0.3084430822
790	0.3083318178
791	0.308260489
792	0.3080559549
793	0.307926
794	0.3078098741
795	0.307700967
796	0.3076331232
797	0.3074903002
798	0.3073896676
799	0.3072335913
800	0.307142478
801	0.3070673022
802	0.3069645271
803	0.3068800767
804	0.3067000135
805	0.3066310963
806	0.3065552401
807	0.3064453432
808	0.3063445384
809	0.3061929452
810	0.3060546105
811	0.3059864842
812	0.3058709689
813	0.305702517
814	0.3055399625
815	0.3053813897
816	0.3052545704
817	0.3051113993
818	0.305023117
819	0.3048649268
820	0.304807138
821	0.3047275669
822	0.3046007454
823	0.3045539583
824	0.3044495856
825	0.3043484
826	0.3042930348
827	0.3041592269
828	0.3039893179
829	0.3038997212
830	0.3037991563
831	0.3037437315
832	0.3036176469
833	0.3035025465
834	0.3034262027
835	0.3033719261
836	0.3032995951
837	0.3032205563
838	0.3031766386
839	0.3031346582
840	0.3030792152
841	0.3030072577
842	0.3028286552
843	0.3027503609
844	0.3026065668
845	0.3024736268
846	0.3023510584
847	0.3022192461
848	0.3020944505
849	0.3019281145
850	0.3018498352
851	0.3017755105
852	0.3017188637
853	0.301638784
854	0.3015627799
855	0.3014969653
856	0.3012982947
857	0.3012178475
858	0.3011572751
859	0.3009760372
860	0.3008715985
861	0.3007956686
862	0.3007130668
863	0.3006249677
864	0.3005062819
865	0.3003882358
866	0.3002796201
867	0.300086939
868	0.2999423576
869	0.2998945777
870	0.2997451987
871	0.2996733108
872	0.2995984595
873	0.2994747768
874	0.2992728519
875	0.2991807586
876	0.2990902667
877	0.299018795
878	0.2989286446
879	0.2988373449
880	0.2987262321
881	0.2985944125
882	0.2983744939
883	0.2982943176
884	0.2982014943
885	0.2980988783
886	0.2980372205
887	0.2979675454
888	0.2978669654
889	0.2977943224
890	0.2977202226
891	0.2975853228
892	0.2975086889
893	0.29744417
894	0.2973285115
895	0.2972303805
896	0.2970569708
897	0.2969981405
898	0.2969383727
899	0.296838176
900	0.2967422439
901	0.2966594022
902	0.2965767243
903	0.2964909362
904	0.296373375
905	0.2962694846
906	0.2962100717
907	0.2961287558
908	0.2960758285
909	0.2960001846
910	0.2959312619
911	0.2958480796
912	0.2956761981
913	0.2955562461
914	0.2954013136
915	0.2953322005
916	0.2952581085
917	0.2951864388
918	0.2951287531
919	0.2950778489
920	0.2949776639
921	0.2948650986
922	0.2947637327
923	0.2946815059
924	0.2945501352
925	0.2944799236
926	0.2944390388
927	0.2942686999
928	0.2942037694
929	0.2941514061
930	0.2941136271
931	0.2940714961
932	0.2939910273
933	0.2939197225
934	0.293841238
935	0.2937091883
936	0.2935972184
937	0.2935075266
938	0.2934241922
939	0.2933064852
940	0.2932497937
941	0.2931960815
942	0.2931206048
943	0.2930430192
944	0.292939332
945	0.2928564792
946	0.2927911977
947	0.2926788565
948	0.2926399756
949	0.2925757657
950	0.2925240461
951	0.2924357133
952	0.2923827846
953	0.2922714084
954	0.2921695287
955	0.2920679276
956	0.2919020361
957	0.291807416
958	0.2917523862
959	0.2916688609
960	0.2915831418
961	0.2915172891
962	0.291399791
963	0.2913116223
964	0.2912414412
965	0.2911369396
966	0.29105174
967	0.2909107365
968	0.290791226
969	0.2907516782
970	0.2906497428
971	0.290564047
972	0.2904726074
973	0.2903898025
974	0.2903373414
975	0.2902744829
976	0.2902047854
977	0.2901099011
978	0.2900570873
979	0.2900184935
980	0.2899445735
981	0.2898407616
982	0.2897990694
983	0.2897123171
984	0.289628698
985	0.2895479199
986	0.2894630459
987	0.2894054865
988	0.2893232759
989	0.2892690581
990	0.2892032673
991	0.2891169367
992	0.2890498216
993	0.2889570738
994	0.2888877165
995	0.2888253445
996	0.288776206
997	0.2887198106
998	0.2886545908
999	0.2885497579
8416919
999	0.2877479679
